Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
Running,2019-02-22 07:38:27,false,"San Francisco Running","5.51","333","00:29:28","147","159","3.8","180","191","5:21","4:53","4","9","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","16.0","0:00","No","05:14.78","6","0.0"
Running,2019-02-20 06:51:40,false,"San Francisco Running","5.18","330","00:29:25","146","157","3.7","178","191","5:41","5:06","25","9","0.99","0.0","0.0","--","--","0.0","0.0","0.0","0:00","17.0","0:00","No","05:31.16","6","0.0"
Running,2019-02-18 07:02:47,false,"Honolulu Running","8.25","579","00:48:40","152","174","4.8","173","191","5:54","5:09","43","45","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","23.0","0:00","No","05:33.26","9","0.0"
Running,2019-02-14 06:45:09,false,"San Francisco Running","5.15","314","00:29:55","135","148","3.2","176","186","5:49","5:13","8","17","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","18.0","0:00","No","05:33.68","6","0.0"
Running,2019-02-06 06:17:24,false,"San Francisco Running","8.15","441","00:47:57","131","150","2.9","177","190","5:53","5:15","9","22","0.96","0.0","0.0","--","--","0.0","0.0","0.0","0:00","11.0","0:00","No","05:48.35","9","0.0"
Running,2019-02-03 06:47:10,false,"San Francisco Running","10.12","615","00:57:38","140","152","3.8","177","190","5:42","5:06","8","22","0.99","0.0","0.0","--","--","0.0","0.0","0.0","0:00","16.0","0:00","No","05:29.27","11","0.0"
Running,2019-02-01 06:20:44,false,"San Francisco Running","8.45","475","00:50:39","131","148","3.0","175","188","5:59","5:06","11","14","0.95","0.0","0.0","--","--","0.0","0.0","0.0","0:00","17.0","0:00","No","05:41.12","9","0.0"
Running,2019-01-29 06:11:28,false,"San Francisco Running","5.52","320","00:32:27","132","143","3.1","176","193","5:53","5:19","8","9","0.96","0.0","0.0","--","--","0.0","0.0","0.0","0:00","19.0","0:00","No","00:00.00","6","0.0"
Running,2019-01-21 07:10:20,false,"San Francisco Running","8.48","521","00:47:50","143","157","3.8","177","188","5:39","4:58","11","18","1.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","15.0","0:00","No","00:00.00","9","0.0"
Running,2019-01-19 10:13:06,false,"San Francisco Running","5.71","348","00:32:10","141","161","3.1","176","193","5:38","5:06","14","12","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","20.0","0:00","No","00:00.00","6","0.0"
Treadmill Running,2019-01-09 06:03:47,false,"Treadmill Running","7.03","496","00:40:40","157","177","4.6","171","182","5:47","4:21","--","--","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","23.0","0:00","No","00:00.00","8","0.0"
Running,2019-01-06 06:36:04,false,"San Francisco Running","8.30","513","00:47:17","144","158","3.9","175","189","5:42","5:08","36","34","1.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","13.0","0:00","No","00:00.00","9","0.0"
Running,2019-01-04 06:51:40,false,"Lisbon Running","5.62","335","00:34:55","139","163","3.3","172","189","6:13","5:35","5","8","0.94","0.0","0.0","--","--","0.0","0.0","0.0","0:00","14.0","0:00","No","00:00.00","6","0.0"
Running,2019-01-02 07:40:32,false,"Lisbon Running","6.19","334","00:40:10","123","152","2.5","172","188","6:30","5:24","68","67","0.89","0.0","0.0","--","--","0.0","0.0","0.0","0:00","16.0","0:00","No","00:00.00","7","0.0"
Running,2018-12-28 07:39:11,false,"Coimbra Running","5.49","432","00:37:18","157","173","4.4","170","184","6:48","5:51","26","30","0.87","0.0","0.0","--","--","0.0","0.0","0.0","0:00","17.0","0:00","No","00:00.00","6","0.0"
Running,2018-12-26 08:17:33,false,"Porto Running","3.66","270","00:25:09","147","168","3.3","171","191","6:53","5:02","44","51","0.85","0.0","0.0","--","--","0.0","0.0","0.0","0:00","15.0","0:00","No","00:00.00","4","0.0"
Running,2018-12-23 08:42:50,false,"Lisbon Running","5.03","285","00:32:05","126","138","2.5","172","186","6:23","5:34","11","13","0.91","0.0","0.0","--","--","0.0","0.0","0.0","0:00","17.0","0:00","No","00:00.00","6","0.0"
Running,2018-12-20 06:37:35,false,"San Francisco Running","4.12","227","00:26:08","127","168","2.2","176","247","6:21","4:56","4","7","0.89","0.0","0.0","--","--","0.0","0.0","0.0","0:00","18.0","0:00","No","00:00.00","5","0.0"
Running,2018-12-18 06:24:30,false,"San Francisco Running","5.20","359","00:30:49","154","174","4.4","175","193","5:56","5:22","5","5","0.97","0.0","0.0","--","--","0.0","0.0","0.0","0:00","15.0","0:00","No","00:00.00","6","0.0"
Running,2018-12-16 09:24:14,false,"San Francisco Running","4.34","295","00:26:14","150","173","3.4","173","184","6:03","4:51","8","12","0.95","0.0","0.0","--","--","0.0","0.0","0.0","0:00","19.0","0:00","No","00:00.00","5","0.0"
Running,2018-12-13 06:28:37,false,"San Francisco Running","4.54","294","00:27:58","141","166","3.6","171","186","6:10","5:09","3","1","0.95","0.0","0.0","--","--","0.0","0.0","0.0","0:00","15.0","0:00","No","00:00.00","5","0.0"
Running,2018-12-12 06:30:41,false,"San Francisco Running","6.40","377","00:39:06","141","166","3.3","173","184","6:06","5:22","1","5","0.95","0.0","0.0","--","--","0.0","0.0","0.0","0:00","17.0","0:00","No","00:00.00","7","0.0"
Treadmill Running,2018-12-10 06:40:52,false,"Treadmill Running","3.60","160","00:23:19","112","128","1.3","163","171","6:29","4:57","--","--","0.95","0.0","0.0","--","--","0.0","0.0","0.0","0:00","26.0","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-12-09 20:45:04,false,"Treadmill Running","3.40","135","00:22:04","106","113","0.9","162","171","6:30","4:33","--","--","0.95","0.0","0.0","--","--","0.0","0.0","0.0","0:00","26.0","0:00","No","00:00.00","4","0.0"
Running,2018-12-06 06:31:04,false,"San Francisco Running","5.49","304","00:34:32","128","142","2.5","171","234","6:17","5:28","3","1","0.93","0.0","0.0","--","--","0.0","0.0","0.0","0:00","18.0","0:00","No","00:00.00","6","0.0"
Running,2018-12-04 06:28:13,false,"San Francisco Running","4.34","279","00:26:05","145","162","3.4","174","190","6:00","4:44","9","10","0.96","0.0","0.0","--","--","0.0","0.0","0.0","0:00","16.0","0:00","No","00:00.00","5","0.0"
Running,2018-11-30 06:23:09,false,"Paris Running","7.31","486","00:50:50","144","175","4.3","162","186","6:57","5:25","43","41","0.89","0.0","0.0","--","--","0.0","0.0","0.0","0:00","17.0","0:00","No","00:00.00","8","0.0"
Running,2018-11-29 09:15:10,false,"Paris Running","5.06","321","00:33:23","139","169","3.2","170","186","6:36","5:05","36","25","0.89","0.0","0.0","--","--","0.0","0.0","0.0","0:00","18.0","0:00","No","00:00.00","6","0.0"
Running,2018-11-27 08:57:19,false,"Saint-Malo Running","3.01","227","00:20:47","150","173","3.3","173","186","6:54","5:14","16","19","0.84","0.0","0.0","--","--","0.0","0.0","0.0","0:00","14.0","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-11-23 06:18:02,false,"Treadmill Running","6.56","275","00:35:00","122","147","2.2","162","169","5:20","4:44","--","--","1.15","0.0","0.0","--","--","0.0","0.0","0.0","0:00","25.0","0:00","No","00:00.00","7","0.0"
Treadmill Running,2018-11-20 06:26:09,false,"Treadmill Running","5.57","215","00:31:05","115","141","1.4","161","166","5:35","4:46","--","--","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","26.0","0:00","No","00:00.00","6","0.0"
Treadmill Running,2018-11-18 11:38:46,false,"Treadmill Running","5.01","198","00:26:12","118","142","2.0","162","173","5:13","4:31","--","--","1.18","0.0","0.0","--","--","0.0","0.0","0.0","0:00","25.0","0:00","No","00:00.00","6","0.0"
Treadmill Running,2018-11-16 08:44:50,false,"Treadmill Running","4.02","157","00:20:27","120","151","1.8","166","175","5:05","4:15","--","--","1.19","0.0","0.0","--","--","0.0","0.0","0.0","0:00","26.0","0:00","No","00:00.00","5","0.0"
Treadmill Running,2018-11-14 06:54:51,false,"Treadmill Running","5.03","167","00:27:10","109","149","0.9","164","171","5:24","4:12","--","--","1.13","0.0","0.0","--","--","0.0","0.0","0.0","0:00","26.0","0:00","No","00:00.00","6","0.0"
Treadmill Running,2018-11-11 08:16:41,false,"Treadmill Running","5.07","189","00:29:18","111","138","1.2","157","171","5:47","4:35","--","--","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","25.0","0:00","No","00:00.00","6","0.0"
Running,2018-10-28 08:36:11,false,"Campbell Running","4.32","271","00:26:36","139","167","3.1","172","186","6:10","5:33","7","10","0.95","0.0","0.0","--","--","0.0","0.0","0.0","0:00","20.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-27 09:20:59,false,"San Francisco Running","2.52","179","00:17:28","145","167","2.4","171","190","6:55","4:59","3","1","0.85","0.0","0.0","--","--","0.0","0.0","0.0","0:00","23.0","0:00","No","00:00.00","3","0.0"
Running,2018-10-24 06:58:13,false,"San Francisco Running","2.01","127","00:12:38","137","155","2.4","173","186","6:18","5:25","3","3","0.92","0.0","0.0","--","--","0.0","0.0","0.0","0:00","19.0","0:00","No","00:00.00","3","0.0"
Running,2018-10-17 05:52:48,false,"Chuo Ku Running","2.08","122","00:14:37","126","135","2.0","171","182","7:02","5:44","7","7","0.83","0.0","0.0","--","--","0.0","0.0","0.0","0:00","23.0","0:00","No","00:00.00","3","0.0"
Running,2018-10-16 06:23:32,false,"Chuo Ku Running","1.64","100","00:10:33","134","146","2.1","171","184","6:25","3:33","6","5","0.91","0.0","0.0","--","--","0.0","0.0","0.0","0:00","23.0","0:00","No","00:00.00","2","0.0"
Running,2018-09-23 12:56:37,false,"San Francisco Running","4.06","255","00:23:32","143","162","3.2","170","190","5:48","3:54","13","9","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","25.0","0:00","No","00:00.00","5","0.0"
Running,2018-09-22 09:12:00,false,"San Francisco Running","5.08","298","00:28:20","140","153","3.2","176","188","5:35","4:50","11","11","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","19.0","0:00","No","00:00.00","6","0.0"
Running,2018-09-20 08:00:56,false,"San Francisco Running","4.13","246","00:23:45","138","150","3.2","174","191","5:45","3:44","6","6","1.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","22.0","0:00","No","00:00.00","5","0.0"
Running,2018-09-18 07:05:56,false,"San Francisco Running","3.33","215","00:19:20","145","156","3.2","176","184","5:48","5:15","8","10","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","18.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-14 06:44:36,false,"Cambridge Running","3.24","168","00:19:25","124","143","2.0","172","186","6:00","4:35","6","5","0.97","0.0","0.0","--","--","0.0","0.0","0.0","0:00","23.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-12 06:59:38,false,"Cambridge Running","3.29","198","00:21:57","125","137","2.5","167","182","6:40","5:44","26","27","0.90","0.0","0.0","--","--","0.0","0.0","0.0","0:00","25.0","0:00","No","00:00.00","4","0.0"
Running,2018-09-09 10:55:50,false,"San Francisco Giant Race 2018 - 5K","4.93","314","00:25:33","157","177","4.3","177","185","5:11","4:30","8","8","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","23.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-25 08:20:01,false,"San Francisco Running","2.31","170","00:15:04","148","176","3.0","166","180","6:32","4:39","4","2","0.92","0.0","0.0","--","--","0.0","0.0","0.0","0:00","22.0","0:00","No","00:00.00","3","0.0"
Treadmill Running,2018-08-24 21:21:38,false,"Treadmill Running","3.42","206","00:17:50","150","162","3.3","160","167","5:13","4:15","--","--","1.20","0.0","0.0","--","--","0.0","0.0","0.0","0:00","26.0","0:00","No","00:00.00","4","0.0"
Running,2018-08-11 08:27:35,false,"San Francisco Running","4.21","265","00:26:26","132","147","2.8","170","185","6:17","3:58","3","2","0.94","0.0","0.0","--","--","0.0","0.0","0.0","0:00","23.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-10 06:54:15,false,"San Francisco Running","4.08","261","00:24:18","137","147","3.1","172","182","5:57","5:22","1","4","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","20.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-04 07:09:43,false,"San Francisco Running","3.30","209","00:21:43","132","145","2.3","169","184","6:35","3:56","9","9","0.90","0.0","0.0","--","--","0.0","0.0","0.0","0:00","20.0","0:00","No","00:00.00","4","0.0"
